LAB_ID,AUPPB_NA,LATITUDE,LONGITUDE
M190299,1.2,58.21444,-155.08639
M190300,1.6,58.21444,-155.08639
M190301,1.3,58.23667,-155.15417
M190302,1.5,58.23667,-155.15417
M190303,0.6,58.24167,-155.15889
M190304,2.3,58.26806,-155.15028
M190305,0.8,58.20972,-155.96556
M190306,6.0,58.20833,-155.97639
M190307,0.9,58.24944,-155.97639
M190308,5.0,58.24667,-155.97639
M190309,3.0,58.24667,-154.975
M190310,8.0,58.24667,-154.975
M190311,1.4,58.24667,-154.975
M190312,1.7,58.205,-154.96056
M190313,4.0,58.20556,-154.96111
M190314,1.4,58.20472,-154.96028
M190315,1.4,58.20917,-155.00889
M190316,4.0,58.24722,-154.96361
M190317,5.0,58.24722,-154.96361
M190318,4.0,58.24722,-154.96306
M190319,0.5,58.24722,-154.96306
M190320,0.5,58.24667,-154.96389
M190321,6.5,58.24667,-154.96389
M190322,1.8,58.19528,-155.03194
M190323,5.0,58.195,-155.03222
M190324,6.0,58.20194,-155.04389
M190325,5.0,58.25833,-155.125
M190326,8.0,58.25778,-155.12444
M190327,1.6,58.25778,-155.12444
M190328,23.0,58.25778,-155.12444
M190712,0.15,35.4425,-115.41639
M190713,0.74,35.4425,-115.41639
M190714,0.35,35.36111,-115.17972
M190716,0.53,35.43472,-115.43583
M190717,0.73,40.26667,-114.26667
M190950,2.6,41.505,-121.645
M190951,4.0,41.505,-121.645
M190952,2.1,41.27167,-121.60167
M190953,2.9,41.205,-121.495
M190954,3.0,41.44333,-121.605
M190955,2.7,41.33,-121.615
M190956,9.0,41.42167,-121.65833
M190957,2.1,41.40167,-121.64167
M190958,4.0,41.24333,-121.505
M190959,2.8,41.24333,-121.505
M190960,2.4,41.21833,-121.54
M190961,3.0,41.38667,-121.58667
M190962,3.0,41.33167,-121.58333
M190963,6.0,41.37,-121.63833
M190964,4.0,41.48667,-121.68333
M190965,4.0,41.51833,-121.62833
M190972,1.5,41.44833,-121.57
M190973,2.7,41.44667,-121.565
M190974,1.8,41.435,-121.59333
M190975,1.9,41.435,-121.59333
M190976,8.0,41.42833,-121.61333
M190982,0.4,42.91944,-122.11833
M190983,5.5,42.91917,-122.11806
M190984,3.1,42.91889,-122.11833
M190985,5.0,42.96667,-122.12611
M190986,6.0,42.96722,-122.12639
M190987,2.1,42.96833,-122.12556
M190988,7.7,42.96889,-122.12528
M190989,6.0,42.96944,-122.12611
M190990,1.2,42.96944,-122.12667
M190991,8.0,42.96944,-122.12694
M190992,1.4,42.96917,-122.12694
M190993,0.8,42.96917,-122.12694
M190994,5.0,42.96861,-122.08056
M190995,6.0,42.96944,-122.08028
M190996,8.0,42.97083,-122.07861
M190997,6.0,42.97083,-122.07778
M190998,4.0,42.97083,-122.07722
M190999,2.4,42.97111,-122.07722
M191000,0.8,42.97139,-122.07694
M191001,0.9,42.94806,-122.05667
M191002,0.9,42.92722,-122.06694
M191003,4.0,42.92694,-122.06694
M191004,2.1,42.92694,-122.06694
M191005,5.0,42.92694,-122.06694
M191006,1.5,42.92667,-122.06667
M191007,4.0,42.92667,-122.06639
M191008,2.7,42.92667,-122.06611
M191009,2.0,42.92639,-122.06583
M191010,5.0,42.92639,-122.06611
M191011,4.0,42.75444,-122.49389
M191012,5.0,42.73472,-122.43944
M191013,6.0,43.03389,-122.20194
M191014,9.0,43.03139,-122.20306
M191015,1.3,42.89556,-122.25028
M191016,6.0,42.88111,-122.19528
M191017,1.2,42.88222,-122.18972
M191018,4.0,42.87889,-122.19194
M191019,4.0,42.88,-122.19944
M191020,8.0,41.785,-121.615
M191021,5.3,41.78667,-121.56667
M191022,4.0,41.5,-121.63167
M191023,7.0,41.5,-121.63333
M191024,1.7,41.90833,-121.64333
M191025,67.0,41.51167,-121.625
M191026,2.8,41.54833,-121.235
M191027,2.7,41.505,-121.645
M191028,2.0,42.99806,-122.16278
M191029,1.8,42.89389,-122.24694
M191030,1.3,42.93389,-122.42111
M191031,1.5,43.04583,-122.20528
M191032,0.8,43.01444,-122.16944
M191033,6.8,43.02194,-122.19278
M191034,2.6,43.03528,-122.20167
M191035,1.9,43.04556,-122.2025
M191036,1.4,43.0775,-122.15806
M191037,2.5,40.66861,-121.75111
M191038,1.3,40.73389,-121.83556
M191039,2.2,40.54111,-121.15333
M191040,1.6,40.39056,-121.29194
M191041,10.0,40.64583,-121.16389
M191042,9.0,40.53139,-121.04889
M191043,11.0,40.44111,-121.98583
M191044,1.5,40.53611,-121.19639
M191045,7.0,40.34111,-122.05139
M191046,8.0,40.015,-121.96278
M191047,8.0,45.97639,-120.95472
M191048,2.1,46.32194,-121.50028
M191049,12.0,46.03556,-121.49722
M191050,2.7,46.42194,-121.75694
M191051,7.0,46.06056,-121.25083
M191052,6.0,46.36056,-121.71139
M191053,5.0,40.32,-122.05111
M191054,9.0,41.26167,-122.21889
M191055,2.2,41.24306,-122.02306
M191056,2.0,41.36556,-122.20639
M191057,0.8,41.48028,-122.18972
M191094,0.095,46.13528,-122.45861
M191340,0.72,-48.25,-71.26667
M191341,0.33,-48.25,-71.26667
M191342,0.22,-48.25,-71.26667
M191343,0.19,-48.25,-71.26667
M191345,0.12,-48.25,-71.26667
M191346,8.13,-48.25,-71.26667
M191347,5.68,-48.25,-71.26667
M191348,5.06,-48.25,-71.26667
M191349,3.0,-48.25,-71.26667
M191350,4.8,-48.25,-71.26667
M191351,5.8,-48.25,-71.26667
M191352,1.1,-48.25,-71.26667
M191353,3.0,-48.25,-71.26667
M191354,26.9,-48.25,-71.26667
M191355,2.0,-48.25,-71.26667
M191356,1.1,-48.25,-71.26667
M191357,0.25,60.45111,-160.57917
M191358,0.79,60.57556,-160.56361
M191359,1.4,60.475,-160.58472
M191360,0.52,60.69528,-159.07167
M191361,1.1,60.83611,-159.28333
M191362,0.5,60.48556,-159.0975
M191363,1.7,61.19111,-159.72528
M191364,0.39,60.4,-160.02361
M191365,0.38,60.72056,-159.19167
M191366,2.2,60.18889,-159.10833
M191367,0.98,60.70222,-159.05
M191368,0.28,60.71778,-159.05222
M191369,3.97,60.91278,-159.99167
M191370,0.26,60.61444,-160.46444
M191371,0.13,60.49028,-160.59
M191373,1.9,61.19583,-159.62
M191374,2.6,60.56472,-160.46444
M191375,0.42,60.71389,-159.10278
M191376,1.5,60.31667,-159.00833
M191377,0.56,60.59,-160.53944
M191378,1.4,60.59,-160.53944
M191379,3.24,60.36111,-160.27639
M191380,1.9,60.63333,-160.57639
M191381,2.3,60.58833,-159.28167
M191382,2.0,60.59028,-160.58056
M191383,2.7,60.43333,-160.18194
M191384,1.0,60.96028,-160.075
M191385,0.62,60.19444,-160.12222
M191536,0.81,34.78194,-114.72389
M191537,1.1,35.18944,-114.68333
M191538,1.1,35.16778,-114.70417
M191539,2.2,35.03222,-114.70556
M191540,0.58,34.08528,-115.97556
M191541,1.1,34.08528,-115.97556
M191543,0.69,34.07278,-115.97889
M191544,0.69,34.06556,-115.97639
M191545,0.81,34.025,-115.96528
M191546,0.65,33.90444,-115.92833
M191547,0.89,33.90444,-115.92861
M191548,4.92,33.90472,-115.92889
M191549,1.7,33.91083,-115.93083
M191550,0.68,33.98222,-116.00083
M191551,0.11,33.98222,-116.00083
M191778,1.2,36.47333,-118.9
M191779,1.0,36.47333,-118.9
M191780,1.4,36.47333,-118.9
M191781,1.1,36.47333,-118.9
M191782,2.3,36.47333,-118.9
M191783,2.9,36.515,-118.95667
M191930,0.78,35.09639,-115.855
M191931,0.25,35.09861,-115.52083
M191932,0.69,35.31333,-115.27694
M191933,4.3,35.30222,-115.28139
M191934,1.7,35.18611,-115.37667
M191935,0.62,35.25889,-115.5425
M191936,0.74,35.37917,-115.49028
M191937,0.069,35.30278,-115.50556
M191938,0.11,35.30333,-115.50556
M191939,0.27,35.30389,-115.50611
M191940,0.11,35.44194,-115.18611
M191941,2.2,35.44639,-115.22333
M191942,0.79,35.26444,-115.25361
M191945,0.11,35.305,-115.22361
M191946,0.091,35.28944,-115.22278
M191947,0.73,35.28667,-115.24222
M191948,0.27,35.28556,-115.24083
M191949,0.38,35.3,-115.23222
M191950,0.59,35.3,-115.23194
M191952,0.14,41.07139,-114.01111
M191953,0.15,41.89639,-112.53194
M191954,0.61,41.23222,-114.07583
M191956,0.73,41.49806,-114.96806
M191958,0.038,41.49972,-113.97389
M191959,0.2,35.44083,-115.14389
M191960,1.7,35.45056,-115.17167
M191962,0.77,35.4575,-115.15917
M191963,0.48,35.4575,-115.15917
M191964,0.28,35.45444,-115.17694
M191965,0.58,35.44944,-115.20417
M191966,0.69,35.44944,-115.20417
M191967,0.34,35.44944,-115.20417
M191968,0.15,35.38694,-115.1175
M191969,0.11,35.09472,-115.16333
M191970,0.18,35.08167,-115.14111
M191972,0.75,35.42861,-115.4475
M191973,0.16,35.42889,-115.44778
M191975,0.66,35.44028,-115.42889
M191976,0.096,35.43972,-115.42972
M191977,2.5,35.44083,-115.43833
M191978,1.2,35.44194,-115.43889
M191980,2.1,35.44861,-115.43889
M191981,1.2,35.44861,-115.43333
M191983,0.72,35.4475,-115.43
M191984,1.4,35.44778,-115.42889
M191985,0.37,35.4575,-115.43361
M191986,0.75,35.45556,-115.43556
M191987,0.32,35.45333,-115.43778
M191988,0.12,35.45861,-115.43889
M191989,0.49,35.45917,-115.43833
M191990,0.54,35.3725,-115.45083
M191991,0.58,35.38,-115.44667
M191992,1.6,35.45056,-115.17167
M191993,1.2,35.42417,-115.44528
M192046,10.0,41.75167,-121.29833
M192047,20.0,41.75167,-121.29833
M192048,1.7,41.77083,-121.545
M192049,2.4,41.765,-121.54583
M192050,2.2,41.81917,-121.5225
M192051,9.0,41.77333,-121.54
M192052,1.4,41.62833,-121.435
M192053,1.4,41.59167,-121.69833
M192054,8.0,41.61833,-121.44
M192055,6.0,41.62167,-121.47667
M192056,6.4,41.62167,-121.47667
M192057,1.4,41.60333,-121.48333
M192058,3.0,41.80667,-121.93833
M192059,1.5,41.61667,-121.63833
M192060,4.0,41.61667,-121.6375
M192061,0.6,41.60667,-121.63833
M192062,2.1,41.79833,-121.3
M192063,2.2,41.79833,-121.3
M192064,1.1,41.50833,-121.74667
M192065,2.0,41.785,-121.63167
M192066,1.5,41.86833,-121.71
M192246,0.11,61.94444,-148.90833
M192248,0.66,62.57778,-147.73194
M192249,0.79,62.52917,-147.97222
M192250,1.3,62.40972,-148.10833
M192251,0.9,62.39639,-148.03222
M192252,1.2,62.65833,-147.41056
M192253,0.87,62.63472,-147.59583
M192254,0.62,57.76667,-135.25
M192269,0.95,56.53111,-132.98556
M192270,2.9,56.53889,-132.7125
M192271,5.58,56.57056,-132.9675
M192272,1.4,56.57056,-132.9675
M192273,4.5,56.445,-132.83194
M192274,0.34,56.50222,-132.88778
M192275,0.84,56.50222,-132.88778
M192276,2.1,58.91,-135.15139
M192277,3.8,58.91,-135.16306
M192278,4.0,58.91,-135.16306
M192279,1.2,58.93944,-135.17306
M192280,1.6,58.33111,-134.45611
M192281,2.6,58.35139,-134.44444
M192282,5.77,58.35139,-134.44444
M192283,10.9,58.3825,-134.63472
M192284,8.82,58.67611,-134.98694
M192285,11.0,58.39389,-134.47778
M192286,9.15,58.38889,-134.49389
M192287,2.3,58.38667,-134.49944
M192288,4.5,58.33556,-134.43333
M192289,1.5,58.33278,-134.45
M192290,5.8,58.33139,-134.45639
M192291,0.4,58.35639,-134.41583
M192292,10.3,58.35444,-134.43417
M192293,1.7,57.95972,-134.59861
M192294,2.2,45.96667,-91.8
M192295,0.5,46.1,-91.71667
M192296,2.3,46.05,-91.55
M192297,3.7,46.15,-91.51667
M192298,0.39,46.16667,-91.51667
M192299,3.7,46.11667,-91.6
M192300,0.67,45.98333,-91.78333
M192795,0.87,57.08833,-134.78694
M192796,0.97,57.14111,-134.80444
M192797,1.0,57.21167,-134.85722
M192798,1.7,57.43389,-134.92944
M192799,2.0,57.53694,-135.22167
M192800,1.2,57.55639,-135.66694
M192801,0.75,57.63944,-135.61917
M192802,0.89,56.70694,-135.68889
M192803,0.06,57.72056,-135.7275
M192804,1.2,57.76472,-135.82
M192805,0.083,57.65806,-134.69056
M192806,0.086,57.7225,-134.72889
M192807,0.051,57.73167,-134.92083
M192808,0.53,57.75472,-135.04111
M192809,0.4,57.77778,-135.06389
M192810,0.26,57.74806,-135.32972
M192811,2.8,57.84056,-135.52833
M192812,0.69,57.87583,-135.75417
M192813,0.34,57.92972,-135.32972
M192814,0.2,58.25806,-136.1
M192815,0.15,58.22222,-136.11222
M192816,1.8,58.21167,-136.1575
M192817,1.3,58.14778,-136.205
M192818,0.47,58.11917,-136.30556
M192819,1.9,58.14111,-136.3375
M192820,1.4,58.30472,-136.36694
M192821,0.42,58.45444,-136.52361
M192823,0.15,58.34333,-136.16
M192824,0.7,58.35472,-136.19667
M192938,2.7,59.75,-154.13333
M192939,3.4,59.75,-154.11667
M192940,2.0,59.73333,-154.13333
M192941,1.3,59.75,-154.13333
M192942,0.86,59.75,-154.26667
M192943,2.2,59.75,-154.3
M192944,1.9,59.73333,-154.33333
M192945,9.8,59.71667,-154.33333
M192946,4.8,59.71667,-154.31667
M192947,1.4,59.75,-154.13333
M192948,0.8,59.75,-154.13333
M192949,2.3,59.75,-154.11667
M192950,0.89,59.7,-154.13333
M192951,3.8,59.75,-154.16667
M192952,1.8,59.73333,-154.16667
M192953,2.4,59.75,-154.16667
M192954,2.2,59.75,-154.23333
M192955,0.79,59.73333,-154.15
M192956,2.2,59.71667,-154.13333
M192957,1.2,59.71667,-154.11667
M192958,0.65,59.71667,-154.13333
M192959,0.13,59.71667,-154.15
M192960,1.8,59.71667,-154.13333
M192961,1.5,59.73333,-154.1
M192962,1.5,59.71667,-154.16667
M192963,1.5,59.71667,-154.16667
M192964,3.46,59.71667,-154.18333
M192969,1.0,65.765,-161.2
M192970,1.3,65.71833,-163.14667
M192971,0.2,65.55778,-163.175
M192972,2.8,65.59667,-163.29167
M192973,0.7,65.55778,-163.19333
M192974,1.6,65.87167,-163.19722
M192975,0.32,65.72,-163.28167
M192976,0.82,66.06333,-160.90167
M192977,0.89,65.55306,-163.11333
M192978,0.97,66.0625,-160.65806
M192979,0.88,65.59333,-163.06167
M192980,0.93,65.55778,-163.19333
M192981,1.1,65.55778,-163.19333
M192982,0.4,65.5625,-163.11333
M192983,2.0,66.02944,-160.99833
M192984,0.1,65.79861,-161.305
M192985,0.42,65.77167,-161.30667
M192986,1.0,65.80833,-161.31
M192987,1.3,65.80333,-161.34333
M192988,1.4,65.76667,-161.27639
M192989,0.17,65.76472,-161.27639
M193074,1.2,57.71194,-135.0925
M193075,4.04,57.71194,-135.0925
M193076,2.44,57.65611,-135.16611
M193077,0.23,57.545,-134.92583
M193078,4.14,57.74028,-135.15056
M193079,7.54,57.705,-135.03556
M193080,2.0,57.69472,-134.91778
M193081,1.4,57.86278,-135.16222
M193082,2.5,57.86806,-135.18917
M193083,0.8,57.89472,-135.25639
M193084,1.0,57.89306,-135.28333
M193085,1.89,57.77972,-135.20083
M193086,0.89,57.78,-135.21889
M193087,2.4,57.78167,-135.22083
M193089,1.8,57.725,-135.18333
M193090,2.1,57.71889,-135.195
M193091,1.8,57.66722,-135.03444
M193092,2.2,57.67667,-135.09389
M193093,1.6,57.67611,-134.99167
M193094,2.4,57.66056,-135.03333
M193095,0.039,57.70694,-135.09444
M193096,1.4,57.72556,-135.11056
M193097,3.25,57.74167,-135.14944
M193100,1.2,57.67278,-135.18
M193101,0.43,57.63806,-135.0125
M193102,0.8,57.55167,-134.92139
M193103,0.7,57.58694,-134.95889
M193104,0.75,57.58861,-134.96444
M193105,1.4,57.575,-134.92917
M193107,0.68,57.60833,-134.94472
M193108,0.17,57.60861,-134.93556
M193109,0.73,57.61028,-134.925
M193110,0.9,57.61028,-134.925
M193111,1.4,57.57444,-134.03389
M193113,0.91,57.58389,-134.89472
M193114,0.65,57.49861,-134.86722
M193115,0.15,57.54917,-134.87222
M193116,1.5,57.53,-134.89111
M193117,0.54,57.51917,-134.8975
M193118,1.4,57.52167,-134.93361
M193119,0.61,57.4975,-134.86667
M193120,1.1,57.67361,-135.04222
M193121,6.4,57.67361,-135.04222
M193122,0.29,57.68333,-135.06
M193123,0.038,57.71083,-135.08833
M193124,2.7,57.71194,-135.0925
M193184,1.4,56.85556,-134.73056
M193185,2.3,56.85778,-134.73472
M193186,0.59,56.84583,-134.71389
M193187,0.3,56.84389,-134.70917
M193188,0.44,56.84667,-134.71167
M193189,3.0,56.84583,-134.71722
M193190,0.41,56.85917,-134.74389
M193191,3.68,56.86056,-134.74667
M193192,5.11,56.86333,-134.75333
M193193,1.3,57.29861,-134.93889
M193194,1.4,57.30167,-134.91444
M193195,0.96,57.46,-135.15639
M193196,4.47,58.1,-136.26667
M193197,1.4,57.73278,-135.14389
M193198,0.7,57.73472,-135.10778
M193199,1.8,57.73472,-135.10778
M193200,2.38,57.73472,-135.10778
M193201,0.45,57.73472,-135.10778
M193202,0.65,57.74028,-135.15056
M193204,2.4,54.93222,-132.90889
M193205,2.1,54.98972,-132.75167
M193206,1.3,54.98278,-132.73833
M193207,1.5,54.99667,-132.75833
M193208,0.15,55.23972,-131.1
M193209,2.8,55.74028,-132.255
M193210,1.7,55.73833,-132.25778
M193211,1.7,54.92417,-132.91111
M193212,6.41,57.56806,-135.63722
M193213,0.8,57.39278,-134.52972
M193214,1.3,57.38722,-134.51722
M193215,1.3,57.38528,-134.51333
M193216,0.39,57.65833,-134.68972
M193217,3.0,57.65611,-135.16611
M193218,1.4,57.41167,-134.48861
M193219,0.58,57.90333,-135.64333
M193220,0.45,57.90333,-135.64333
M193221,2.6,58.9075,-135.15083
M193222,0.86,58.93972,-135.17389
M193611,0.28,48.26028,-116.70278
M193612,0.42,48.25306,-116.61028
M193613,0.91,48.02556,-116.71111
M193614,1.7,48.02722,-116.70167
M193615,1.4,48.02889,-116.70167
M193616,0.47,48.03,-116.70333
M193617,0.53,48.03583,-116.72944
M193618,0.61,48.01694,-116.67694
M193619,0.92,48.01667,-116.65833
M193620,0.89,48.04639,-116.68861
M193621,0.19,48.04778,-116.70611
M193622,1.0,48.0125,-116.54778
M193623,1.2,48.005,-116.60639
M193625,0.9,48.01056,-116.57861
M193626,0.58,48.05889,-116.67
M193627,0.37,48.01278,-116.73139
M193628,0.78,48.01194,-116.7275
M193629,0.39,48.07222,-116.68889
M193630,0.8,48.07222,-116.68889
M193632,0.23,48.02694,-116.70083
M193633,0.42,48.05278,-116.70333
M193687,1.4,64.72194,-166.30389
M193828,0.66,41.6375,-114.25417
M193829,0.77,41.47222,-113.82972
M193830,0.49,40.9925,-114.07694
M193831,2.2,41.03167,-114.02611
M193832,0.83,41.03472,-114.04333
M193833,0.62,40.90806,-114.30639
M193834,2.5,41.06056,-114.02167
M193835,0.67,41.23722,-113.3925
M193836,0.86,41.23722,-113.3925
M193837,1.6,41.4425,-113.48139
M193838,1.2,41.01806,-113.78056
M193839,1.8,41.0175,-113.77833
M193993,2.6,39.77778,-118.25972
M194000,3.0,39.88139,-118.22
M194001,3.1,39.555,-118.24528
M194002,3.1,39.6225,-118.18
M194007,3.0,39.60444,-118.20833
M194113,1.4,65.59861,-163.1025
M194123,5.68,39.46306,-120.5525
M194124,0.92,39.44972,-120.53917
M194125,2.7,39.44528,-120.56056
M194126,2.2,39.44667,-120.55056
M194127,3.0,39.44694,-120.54083
M194128,3.5,39.46194,-120.55111
M194129,3.5,39.44611,-120.55917
M194130,4.58,39.44611,-120.55917
M194131,14.7,39.445,-120.55722
M194132,4.38,39.44639,-120.55583
M194133,0.1,39.44639,-120.55583
M194134,11.5,39.46889,-120.55778
M194135,0.97,39.44722,-120.54389
M194136,1.5,39.45167,-120.56028
M194137,30.3,39.44833,-120.57139
M194138,2.0,39.46056,-120.54611
M194139,0.13,39.49278,-120.52528
M194140,1.2,39.49444,-120.52444
M194141,6.13,39.46056,-120.56028
M194142,2.3,39.45944,-120.56028
M194175,1.7,46.5,-115.0
M194176,1.1,46.5,-115.0
M194177,2.4,46.5,-115.0
M194178,1.4,46.5,-115.0
M194179,0.84,46.5,-115.0
M194180,0.36,46.5,-115.0
M194181,1.1,46.5,-115.0
M194182,0.76,46.5,-115.0
M194183,1.6,46.5,-115.0
M194184,0.057,46.5,-115.0
M194185,0.11,46.5,-115.0
M194186,1.1,46.5,-115.0
M194188,2.0,46.5,-115.0
M194189,0.35,46.5,-115.0
M194190,0.2,46.5,-115.0
M194191,1.1,46.5,-115.0
M194193,1.3,46.5,-115.0
M194194,1.5,46.5,-115.0
M194195,0.059,46.5,-115.0
M194196,0.61,46.5,-115.0
M194197,0.93,46.5,-115.0
M194198,1.9,46.5,-115.0
M194199,0.25,46.5,-115.0
M194200,0.49,46.5,-115.0
M194201,0.03,46.5,-115.0
M194202,0.22,46.5,-115.0
M194203,1.1,46.5,-115.0
M194204,0.67,46.5,-115.0
M194205,2.5,46.5,-115.0
M194206,1.8,46.5,-115.0
M194207,0.072,46.5,-115.0
M194208,0.92,46.5,-115.0
M194209,0.64,46.5,-115.0
M194211,1.4,46.5,-115.0
M194212,4.7,46.5,-115.0
M194213,0.78,46.5,-115.0
M194215,0.61,46.5,-115.0
M194216,1.3,46.5,-115.0
M194217,1.2,46.5,-115.0
M194219,0.82,46.5,-115.0
M194220,1.0,46.5,-115.0
M194221,1.88,46.5,-115.0
M194222,2.04,46.5,-115.0
M194223,0.03,46.5,-115.0
M194224,0.52,46.5,-115.0
M194225,0.84,46.5,-115.0
M194227,0.52,46.5,-115.0
M194228,0.67,46.5,-115.0
M194229,0.24,46.5,-115.0
M194230,0.35,46.5,-115.0
M194231,0.53,46.5,-115.0
M194232,0.75,46.5,-115.0
M194233,0.16,46.5,-115.0
M194235,1.5,46.5,-115.0
M194236,0.73,46.5,-115.0
M194237,0.26,46.5,-115.0
M194317,0.03,67.225,171.975
M194318,1.0,67.25,172.31667
M194324,0.56,66.14167,169.89167
M194325,0.73,66.43333,177.625
M194326,0.18,66.43333,177.625
M194327,1.1,66.43333,177.625
M194328,1.1,66.43333,177.625
M194329,1.9,66.43333,177.625
M194330,1.2,67.45,172.25
M194333,0.3,68.38333,174.125
M194334,0.037,68.38333,174.125
M194335,0.13,68.38333,174.125
M194336,0.14,68.38333,174.125
M194338,0.22,68.38333,174.12583
M194339,0.57,68.38333,174.12583
M194340,0.35,68.38333,174.12583
M194341,0.79,66.43333,177.625
M194342,0.72,66.43333,177.625
M194343,0.078,66.43333,177.625
M194344,2.0,66.43333,177.625
M194345,2.1,66.43333,177.625
M194346,0.66,66.43333,177.625
M194347,2.19,66.43333,177.625
M194348,1.0,66.43333,177.625
M194349,0.1,66.43333,177.625
M194351,0.45,66.43333,177.625
M194352,0.25,66.43333,177.625
M194353,0.41,66.43333,177.625
M194354,0.55,66.43333,177.625
M194355,1.2,66.43333,177.625
M194356,0.89,66.43333,177.625
M194357,0.94,66.45,169.21667
M194358,1.8,66.45,169.21667
M194359,1.3,66.425,166.33333
M194360,0.55,66.525,169.86667
M194362,0.85,65.69167,169.75
M194363,0.48,65.68333,169.6
M194364,0.9,65.48333,169.21667
M194365,0.77,65.5,179.25
M194367,1.6,66.43333,177.625
M194368,0.67,66.43333,177.625
M194479,2.1,46.16,-122.49639
M194484,0.12,46.17667,-122.49611
M194507,0.36,46.0475,-122.44861
M194508,1.1,46.06222,-122.49167
M194512,1.7,46.04556,-122.41861
M194534,0.45,46.22833,-122.43472
M194540,0.96,46.15444,-122.46833
M194545,2.0,46.17417,-122.50056
M194550,1.8,46.14194,-122.4625
M194563,1.4,46.16389,-122.49139
M194680,2.2,35.41667,-115.83333
M194681,0.33,35.41667,-115.83333
M194683,0.68,35.41667,-115.83333
M194686,3.4,69.0,89.0
M194687,1.8,69.0,89.0
M194688,6.4,69.0,89.0
M194689,3.8,69.0,89.0
M194690,2.5,69.0,89.0
M194691,2.9,69.0,89.0
M194692,14.0,69.0,89.0
M194693,6.75,69.0,89.0
M194694,8.1,69.0,89.0
M194695,2.2,69.0,89.0
M194696,2.54,69.0,89.0
M194697,4.0,69.0,89.0
M194698,0.65,69.0,89.0
M194699,1.6,69.0,89.0
M194700,2.3,69.0,89.0
M194701,3.54,69.0,89.0
M194702,5.5,69.0,89.0
M194703,48.9,69.0,89.0
M194704,0.48,69.0,89.0
M194705,12.3,69.0,89.0
M194706,27.0,69.0,89.0
M194707,2.7,69.0,89.0
M194708,1.5,69.0,89.0
M194709,28.2,69.0,89.0
M194710,124.0,69.0,89.0
M194711,104.0,69.0,89.0
M194712,549.0,69.0,89.0
M194713,70.8,69.0,89.0
M194714,3.93,69.0,89.0
M194715,19.5,69.0,89.0
M194716,1.6,69.0,89.0
M194717,2.0,69.0,89.0
M194828,2.2,42.96222,-121.99861
M194829,3.0,42.84028,-122.07056
M194830,5.0,42.84028,-122.07056
M194831,20.0,42.87139,-122.10944
M194838,2.2,42.89722,-122.10306
M194839,1.7,42.90139,-122.09194
M194840,1.4,42.86056,-122.06111
M194841,2.1,42.96806,-122.16972
M194842,2.4,42.96889,-122.17028
M194843,2.3,42.96778,-122.16694
M194844,6.0,42.84083,-122.13722
M194845,1.6,42.84306,-122.13806
M194846,1.3,42.96222,-122.05083
M194847,1.0,42.96222,-122.05083
M194848,1.7,42.96222,-121.96528
M194849,4.6,42.85917,-122.06111
M194850,1.4,42.95139,-121.96139
M194893,8.1,41.54306,-121.72278
M194894,8.0,41.54306,-121.72278
M194895,6.0,41.54306,-121.72278
M194896,9.0,41.58889,-121.61556
M194897,5.7,41.58889,-121.61556
M194898,1.3,41.58889,-121.61556
M194900,1.0,41.62083,-121.51972
M194901,11.0,41.76833,-121.83167
M194902,2.2,41.58278,-121.8725
M194903,2.2,41.59278,-121.47972
M194904,1.9,41.59278,-121.47972
M194905,5.0,41.59167,-121.47944
M194906,1.9,41.59167,-121.47944
M194907,1.7,41.59306,-121.47278
M194908,8.0,41.38861,-121.57722
M194909,5.0,41.60972,-121.48389
M194910,6.0,41.61222,-121.48222
M194911,6.0,41.61194,-121.48111
M194912,1.0,41.60944,-121.47722
M194913,6.0,41.41222,-121.27528
M194914,8.0,41.42083,-121.22889
M194915,8.3,41.46139,-121.16667
M194916,1.9,41.53556,-121.15139
M194917,8.0,41.77944,-121.65083
M194918,10.0,41.85694,-121.73611
M194919,2.0,41.52556,-121.19694
M194920,6.4,41.50389,-121.28111
M194921,9.0,41.50722,-121.29333
M194922,2.0,41.61111,-121.20194
M194923,6.0,41.67778,-121.25417
M194924,5.0,41.62444,-121.52222
M194926,1.1,41.64917,-121.24944
M194927,5.8,41.61806,-121.44028
M194928,1.8,41.58472,-121.53278
M194929,2.3,41.58472,-121.53278
M194930,3.0,41.58472,-121.53278
M194931,4.0,41.59389,-121.95667
M194932,5.0,41.57528,-121.91583
M195050,0.57,35.13333,-115.74167
M195051,2.7,35.4,-115.8
M195052,1.5,35.10556,-113.52944
M195053,0.89,35.1,-113.52694
M195054,0.33,35.12556,-113.47194
M195055,1.2,35.12528,-113.44389
M195056,1.1,35.09917,-113.41639
M195057,0.38,35.13694,-113.38056
M195058,1.8,35.08889,-113.38639
M195059,2.6,35.08889,-113.38639
M195060,2.7,35.10778,-113.48361
M195061,2.1,35.10806,-113.34306
M195062,1.9,35.10639,-113.355
M195063,0.34,35.10389,-113.36278
M195064,0.65,35.10389,-113.36278
M195065,1.6,35.1,-113.40472
M195066,1.5,35.1,-113.40472
M195067,1.2,35.14111,-113.37389
M195068,2.2,35.14111,-113.37389
M195069,0.93,35.13972,-113.44472
M195070,0.14,35.18472,-113.44556
M195071,3.9,35.10639,-113.355
M195072,5.8,35.10639,-113.355
M195073,5.7,35.10639,-113.355
M195074,3.7,30.57,-110.75194
M195075,2.1,30.57,-110.75194
