LAB_ID,AUPPB_NA,LATITUDE,LONGITUDE
D345212,16.0,42.375,-105.375
D345213,10.0,42.375,-105.375
D345214,19.0,42.375,-105.5
D345215,14.0,40.375,-105.375
D345216,14.0,42.375,-105.5
D345217,7.0,42.375,-105.5
D345218,19.0,42.375,-105.5
D345219,15.0,42.375,-105.5
D345220,16.0,42.375,-105.5
D345221,11.0,42.375,-105.5
D345222,13.0,42.375,-105.5
D345223,27.0,42.375,-105.5
D345224,12.0,42.25,-105.5
D345225,13.0,42.25,-105.5
D345226,23.0,42.375,-105.5
D345227,11.0,42.375,-105.5
D345228,8.0,42.375,-105.5
D345229,9.0,42.375,-105.5
D345230,13.0,41.875,-105.25
D345231,2.2,42.375,-105.375
D345232,10.0,42.375,-105.25
D345233,8.0,42.375,-105.25
D345234,1.7,42.375,-105.25
D345235,3.0,42.375,-105.25
D345236,1.4,42.375,-105.5
D345237,1.2,42.375,-105.5
D345238,11.0,42.25,-105.5
D345239,2.1,42.25,-105.5
D345240,7.0,42.25,-105.5
D345241,2.8,42.5,-105.25
D345242,6.0,41.97954,-105.41106
D345243,7.6,41.97989,-105.41041
D345244,4.0,42.5,-105.25
D345245,6.0,42.5,-105.25
D345246,11.0,42.375,-105.25
D345247,6.0,42.375,-105.25
D345248,4.0,42.375,-105.25
D345249,3.0,42.375,-105.25
D345250,6.0,42.5,-105.25
D345251,3.0,42.375,-105.25
D345252,6.0,42.375,-105.375
D345253,1.0,42.375,-105.375
D345254,3.0,42.375,-105.375
D345255,1.3,42.375,-105.25
D345256,1.4,42.375,-105.25
D345257,1.9,42.375,-105.25
D345258,5.0,42.375,-105.25
D345259,1.1,42.375,-105.25
D345260,6.0,42.375,-105.375
D345262,3.0,42.375,-105.25
D345263,7.0,41.875,-105.25
D345264,3.0,42.375,-105.25
D345265,5.0,42.375,-105.25
D345266,6.0,42.375,-105.25
D345267,5.0,42.375,-105.25
D345268,1.9,42.375,-105.25
D345269,1.5,42.375,-105.25
D345270,11.0,42.375,-105.25
D345271,1.5,41.625,-105.5
D345272,2.1,42.375,-105.25
D345273,2.1,42.375,-105.25
D345274,4.0,42.375,-105.25
D345275,1.1,42.375,-105.25
D345276,6.0,42.375,-105.25
D345277,1.2,42.375,-105.25
D345278,1.1,42.375,-105.25
D345279,13.0,42.375,-105.25
D345280,1.2,42.375,-105.25
D345281,2.0,42.375,-105.25
D345282,1.4,42.375,-105.25
D345283,0.6,42.375,-105.25
D345284,2.0,42.375,-105.25
D345285,2.2,42.375,-105.25
D345286,2.2,42.5,-105.25
D345287,1.6,42.375,-105.25
D345288,1.4,42.5,-105.25
D345289,2.0,42.375,-105.375
D345290,8.0,42.375,-105.25
D345291,56.0,40.96667,-106.48333
D352310,3.18,26.94194,42.31139
D352311,2.25,26.93389,42.31111
D352312,4.3,26.93389,42.31111
D352313,0.77,26.93389,42.31111
D352314,2.5,26.93389,42.31111
D352315,3.56,26.93389,42.31111
D352317,1.5,26.93389,42.31111
D352318,0.41,26.93389,42.31111
D352321,11.5,27.05722,42.37583
D352322,0.18,27.09083,42.32361
D352323,2.85,27.09083,42.32361
D352324,1.0,26.10472,42.37444
D352325,3.3,27.12861,42.37861
D352326,2.1,27.00556,42.43667
D352327,0.039,27.00556,42.43667
D352328,0.7,27.00028,42.36278
D352329,1.42,27.00028,42.36278
D352330,2.2,27.00139,42.36
D352331,1.84,27.00139,42.36
D352332,4.2,27.00139,42.36
D352333,3.98,27.00139,42.36
D352334,2.25,27.00139,42.36
D352335,1.3,27.00139,42.36
D352337,1.1,27.00139,42.36
D352341,8.04,27.01083,42.26611
D352342,10.3,26.99556,42.30278
D352343,1.8,26.99556,42.30278
D352344,1.97,27.05194,42.41111
D352355,0.81,1.08333,-77.68333
D352356,1.5,1.08333,-77.68333
D352357,1.3,1.08333,-77.68333
D352358,2.2,1.23167,-77.34861
D352359,1.8,1.23167,-77.34861
D352360,1.7,1.23167,-77.34861
D352361,2.1,1.23167,-77.34861
D352362,3.6,1.21667,-77.33333
D352363,0.93,1.21667,-77.33333
D353884,2.7,31.9,-109.41667
D353885,1.4,31.91667,-109.41667
D354108,0.84,40.76667,-107.75278
D354109,0.36,40.76667,-107.75278
D354110,0.84,40.76667,-107.75278
D354112,1.59,40.76667,-107.75278
D354113,0.93,40.76667,-107.75278
D354114,1.7,40.76667,-107.75278
D354115,1.2,40.71667,-107.71667
D354116,1.0,40.76667,-107.75278
D354242,172.0,45.375,-116.125
D354243,4.9,45.25,-116.125
D354244,6.86,45.25,-116.125
D354245,1.3,45.375,-116.125
D354246,3.9,45.375,-116.125
D354247,0.75,44.875,-115.875
D354248,0.57,45.0,-116.25
D354249,0.27,45.0,-116.25
D354250,0.84,45.0,-116.25
D363769,3.0,34.43528,-113.20417
D363772,7.7,34.44083,-113.5125
D363774,6.0,34.47556,-113.23333
D363777,5.0,34.41444,-113.4325
D363778,7.0,34.43556,-113.39889
D363829,1.8,43.3775,-114.69667
D363830,8.8,43.3775,-114.69667
D363831,19.0,43.3775,-114.69667
D363832,1.6,43.41333,-114.72222
D363833,4.4,43.42722,-114.71861
D363834,2.77,43.42778,-114.71778
D363835,0.74,43.42778,-114.71778
D363836,1.5,43.42778,-114.71778
D363837,4.57,43.40028,-114.63389
D363838,1.88,43.40194,-114.63333
D363840,1.2,43.40167,-114.63056
D363841,0.69,43.40111,-114.63306
D363842,2.09,43.39972,-114.63361
D363844,7.1,43.42778,-114.71861
D363852,0.97,43.38611,-115.7175
D363853,0.41,43.37806,-115.71472
D363854,0.47,43.25222,-115.62639
D363855,0.079,43.24611,-115.5875
D363856,1.5,43.24611,-115.5875
D363857,2.7,43.24611,-115.5875
D363858,0.14,43.24583,-115.59139
D363859,0.89,43.21389,-115.54111
D363860,1.7,43.18333,-115.48639
D363861,0.26,43.18333,-115.48639
D363862,1.1,43.19861,-115.49167
D363863,0.85,43.18361,-115.49417
D363864,0.66,43.19194,-115.51472
D363865,0.21,43.19472,-115.42
D363866,0.85,43.17361,-115.425
D363867,0.42,43.17306,-115.42583
D363868,0.51,43.17278,-115.42639
D363869,0.6,43.17278,-115.42694
D363870,0.07,43.17222,-115.4275
D363871,0.41,43.25222,-115.56083
D363872,0.21,43.25222,-115.56083
D363873,2.2,43.25222,-115.56083
D363875,0.54,43.3325,-115.42444
D363877,0.41,43.24611,-115.5875
D365392,6.0,38.61417,-112.6
D365393,5.0,38.61861,-112.53667
D365394,1.7,37.87972,-112.77611
D365395,6.0,37.76917,-112.455
D365396,1.7,37.67083,-112.64694
D365397,7.0,37.70111,-112.63306
D365398,0.8,37.74472,-112.33361
D365399,7.0,38.50917,-112.62139
D365400,1.5,38.39972,-112.16389
D365401,1.9,38.40417,-112.15528
D365402,6.0,38.27194,-112.02028
D365403,2.0,38.12222,-111.95639
D365404,1.7,38.75139,-111.79833
D365405,1.7,38.43944,-111.82417
D365406,1.9,38.60639,-111.48333
D365407,6.0,38.49833,-111.24361
D365408,7.0,38.5075,-111.31667
D365409,9.9,37.74472,-112.63306
D365410,1.7,38.23,-111.58556
D365417,0.14,37.86167,-106.94
D365418,4.35,37.86167,-106.94
D365419,1.2,37.86167,-106.94
D365420,1.6,37.86167,-106.94
D365421,0.23,37.86167,-106.94
D365422,0.87,37.86167,-106.94
D365423,0.14,37.86167,-106.94
D365424,1.0,37.61472,-107.03528
D365425,7.0,38.26722,-107.17778
D365426,6.0,37.91556,-106.92111
D365427,1.9,37.61472,-107.03528
D365428,1.8,37.74694,-107.02556
D367439,1.7,60.33333,-147.84722
D367440,2.4,60.33333,-147.84722
D367441,6.0,60.33333,-147.84722
D367442,2.3,60.33333,-147.84722
D367443,1.7,60.33333,-147.84722
D367444,2.3,60.33333,-147.84722
D367445,2.4,60.33333,-147.84722
D367446,2.9,60.33333,-147.84722
D370929,0.91,44.86583,-113.85667
D370930,0.53,44.97167,-113.75556
D370931,47.4,44.95167,-113.86306
D370932,0.14,44.96889,-113.86944
D371060,1.5,37.17806,-114.85972
D371061,0.71,37.15861,-114.65944
D371063,0.77,37.33139,-114.77583
D371064,1.4,37.29778,-114.74722
D371065,1.3,37.30778,-114.66306
D371066,0.46,37.64333,-114.685
D371067,0.043,37.18528,-114.65056
D371068,0.49,37.19444,-114.64361
D371069,0.66,37.19861,-114.64083
D371072,0.63,37.21361,-114.64028
D371073,0.89,37.20722,-114.64083
D371074,1.6,37.20861,-114.63806
D371075,0.67,37.21306,-114.64056
D371076,1.3,37.20833,-114.64194
D371078,0.57,37.21306,-114.62278
D371079,0.62,37.19694,-114.65278
D371262,3.63,46.20278,-122.18889
D371263,2.6,46.20278,-122.18889
D371334,0.96,-18.01667,-68.99167
D371335,0.87,-18.01944,-68.97556
D371336,0.37,-18.31389,-68.59444
D371337,0.59,-18.39444,-68.925
D371338,1.6,-18.64694,-68.89861
D371339,0.81,-18.61111,-68.75694
D371340,0.94,-18.95194,-68.75667
D371341,0.28,-20.86833,-68.42556
D371342,0.38,-20.87083,-68.43611
D371343,1.4,-22.7025,-68.80889
D371344,0.89,-19.10778,-68.54861
D371495,0.1,46.18611,-122.22778
D371496,3.56,46.17778,-122.2375
D371497,1.4,46.19028,-122.08333
D371498,1.8,46.14444,-122.2
D371500,1.9,46.14583,-122.23889
D371501,3.63,46.1375,-122.23333
D371502,2.3,46.19167,-122.18333
D371503,1.1,46.19167,-122.18333
D371504,0.81,46.20972,-122.18333
D371506,0.98,46.20972,-122.18333
D371507,0.75,46.20972,-122.18333
D371508,1.6,46.20972,-122.18333
D371509,1.3,46.21667,-122.1875
D371511,1.0,46.15417,-122.23056
D371513,0.26,46.1625,-122.22917
D371515,1.2,46.17083,-122.225
D371517,1.8,46.17083,-122.09167
D371518,1.4,46.17083,-122.09167
D371520,2.1,45.17083,-122.09167
D371521,1.2,45.17083,-122.09167
D371522,0.18,46.29722,-122.07361
D371523,1.3,46.28333,-122.08194
D371524,8.08,46.25833,-122.11667
D371525,0.32,46.24861,-122.06667
D371526,0.96,46.24167,-122.0625
D371527,0.53,46.23611,-122.0625
D371528,0.18,46.22361,-122.0625
D371529,2.2,46.19306,-122.04444
D371530,1.4,46.18611,-122.08889
D371532,0.75,46.17083,-122.04167
D371533,3.3,46.17639,-122.24861
D371534,0.89,46.17639,-122.24861
D371535,0.13,46.17639,-122.24861
D371536,1.6,46.12083,-122.195
D371537,2.6,46.18611,-122.22778
D371538,0.87,46.18611,-122.22778
D371539,0.67,46.18611,-122.22778
D371540,1.9,46.18611,-122.22778
D374169,1.9,37.85417,-107.56111
D374657,10.0,36.68861,-112.63917
D374658,210.0,36.69222,-112.74722
D374659,600.0,36.69222,-112.74722
D374660,300.0,36.69222,-112.74722
D374661,600.0,36.69222,-112.74722
D374662,30.0,36.68861,-112.63917
D374663,1000.0,36.69222,-112.74722
D374664,500.0,36.69222,-112.74722
D374665,21.0,36.72222,-112.52778
D374666,500.0,36.72222,-112.52778
D374667,800.0,36.72222,-112.52778
D374668,800.0,36.72222,-112.52778
D374670,18.0,25.66667,111.0
D374671,1.7,-20.73417,-68.55194
D374672,1.3,-21.30972,-68.175
D374673,1.7,-20.9375,-68.46667
D374674,2.6,-19.425,-68.66944
D374675,2.4,-19.425,-68.66944
D375366,1.1,33.91667,-85.36667
D375367,2.1,33.91667,-85.36667
D375369,0.43,33.91667,-85.36667
D376091,10.1,6.74583,-62.0
D376092,1.2,6.71667,-62.01667
D376093,1.7,6.74167,-62.0
D376094,13.3,6.74167,-62.975
D376095,0.087,6.75,-62.025
D376096,1.3,6.825,-61.975
D376097,13.9,6.75,-62.09167
D376098,28.2,6.75,-62.08306
D376099,1.2,6.75,-62.08306
D376100,1.0,6.75,-62.08306
D376101,1.3,6.75,-62.08306
D376102,0.27,6.75,-62.08306
D376103,1.1,6.75,-62.08306
D376104,1.1,6.75,-62.08306
D376105,0.47,6.75,-62.08306
D376106,4.84,6.74583,-61.98333
D376107,15.3,6.75,-62.08306
D378398,0.24,36.80694,-116.93194
D378399,1.1,36.84583,-116.84222
D378400,0.19,36.90694,-116.89028
D378401,1.7,36.95139,-116.92361
D378402,0.64,36.90694,-116.80472
D378403,1.4,36.84167,-116.94028
D378404,1.7,36.80556,-116.92694
D378405,1.5,36.84861,-116.98472
D378406,0.7,36.875,-116.92083
D378407,0.83,36.90417,-116.78194
D378408,0.58,36.925,-116.90139
D378409,0.93,36.76806,-116.855
D378410,0.78,36.89583,-116.91667
D378411,0.75,36.8375,-116.97083
D378412,1.7,36.75417,-116.855
D378413,2.0,36.96667,-116.91806
D378414,0.21,36.96667,-116.92361
D378415,1.6,36.90194,-116.91389
D379036,4.0,35.67278,-113.88194
D379037,82.0,35.67694,-113.8825
D379038,5.7,35.67194,-113.87889
D379039,9.0,35.67556,-113.88167
D379040,4.0,35.66917,-113.87833
D379041,1.5,35.67583,-113.88028
D379042,5.0,35.67417,-113.87972
D379043,2.4,35.67556,-113.88167
D379044,16.0,35.67694,-113.8825
D379045,3.0,35.67472,-113.88361
D379046,11.0,35.70444,-113.93417
D379047,2.1,35.70806,-113.93167
D379048,1.0,35.67972,-113.91222
D379049,2.2,35.67889,-113.92028
D379050,6.0,35.67472,-113.88361
D379051,2.0,35.67556,-113.88167
D379052,1.5,35.68028,-113.91944
D379053,1.3,35.70806,-113.93167
D379054,1.8,35.70667,-113.93194
D379055,5.0,35.68028,-113.91139
D379056,6.0,35.70667,-113.93194
D379057,2.3,35.67972,-113.91222
D379058,1.2,35.67944,-113.91889
D379059,10.0,35.67944,-113.91194
D379060,6.0,35.67972,-113.91222
D379061,6.7,35.68,-113.92056
D379062,4.0,35.67028,-113.88222
D379063,3.4,35.67944,-113.91194
D379064,7.0,35.39806,-113.425
D379065,6.0,36.10694,-113.78056
D379066,12.0,36.11556,-113.87778
D379067,5.0,36.97917,-113.41389
D379068,17000.0,35.64333,-113.91222
D379069,1200.0,35.63944,-113.91694
D379070,6.0,35.69361,-113.89667
D379071,2100.0,35.63972,-113.91722
D379072,2.2,35.69278,-113.90194
D379073,4290.0,35.64222,-113.91139
D379074,750.0,35.64,-113.9175
D379075,11.0,35.63944,-113.91694
D379076,2.1,35.69361,-113.89694
D379077,5.0,35.64222,-113.91194
D379078,8.0,35.63861,-113.91583
D379079,13400.0,35.63917,-113.91639
D379080,5.1,35.69333,-113.90028
D379081,1.9,35.6925,-113.9025
D379082,11.0,35.64222,-113.91056
D379083,2.2,35.69306,-113.90111
D379084,11000.0,35.63917,-113.91639
D379085,3.4,35.6925,-113.9025
D379505,1.6,15.0,120.75
D379506,4.22,15.0,120.75
D380830,0.089,37.53083,-114.78056
D380832,2.3,37.65222,-114.70472
D380833,1.5,37.76778,-114.20583
D380835,0.093,37.75361,-114.60194
D380836,1.1,37.73722,-114.66056
D380837,1.3,37.69139,-114.67806
D380839,0.57,37.7275,-114.71139
D380840,0.38,37.52,-114.75083
D380841,2.88,37.66306,-114.21889
D380842,0.038,37.64,-114.71028
D380843,2.4,37.49472,-114.72889
D380846,1.4,37.80472,-114.14139
D380847,1.0,37.70333,-114.20111
D380848,7.7,37.70278,-114.19417
D380849,0.95,37.69806,-114.20861
D380851,1.1,37.70583,-114.22944
D380852,0.35,37.715,-114.23056
D380853,1.4,37.69833,-114.24083
D383362,20.0,37.2375,-105.03861
D383363,11.9,37.20444,-104.82583
D383364,4.3,37.61722,-105.09056
D383365,10.2,37.5,-104.77556
D383366,2.3,37.69,-105.23139
D383367,4.1,37.37278,-104.99389
D383368,38.6,37.7575,-104.82639
D383369,45.8,37.26361,-104.93083
D383370,21.9,37.3875,-104.95472
D383371,30.0,37.30583,-104.61722
D383372,41.7,37.42444,-104.51667
D383373,4.4,37.73167,-104.72889
D383374,9.4,37.59722,-104.80639
D383375,16.8,37.71111,-105.01472
D383376,48.7,37.38,-104.73417
D383377,21.3,37.79167,-104.3325
D383378,21.3,37.69583,-104.44972
D383379,31.1,37.34389,-105.05444
D383380,12.8,37.34083,-105.03111
D383381,8.82,37.36861,-105.07861
D383382,12.7,37.46972,-105.04278
D383383,8.14,37.60917,-105.1575
D383384,95.3,37.69083,-105.19611
D383385,11.0,37.63667,-104.79083
D383386,17.0,37.38944,-104.86306
D383387,9.5,37.7575,-104.82639
D383388,12.4,37.5,-104.77556
D383389,2.1,37.37278,-104.99389
D383390,33.5,37.38,-104.73417
D383391,23.2,37.34389,-104.61639
D385840,0.3,55.655,-132.62
D385841,0.72,55.70167,-132.58167
D385842,2.3,55.71,-132.515
D385843,0.14,55.80333,-132.50167
D385844,1.1,55.7075,-132.62
D385845,0.28,55.72333,-132.54667
D385846,0.88,55.87167,-132.61833
D385847,1.9,55.495,-132.62333
D385848,0.049,55.475,-132.67833
D385850,1.6,55.65667,-133.08833
D385851,1.6,55.74833,-133.195
D385852,2.9,55.735,-133.20833
D385853,0.32,55.43167,-133.055
D385854,1.4,55.94833,-132.98667
D385855,0.71,55.32333,-132.6
D385856,3.2,55.765,-133.06
D385877,1.1,55.47,-132.70333
D385878,0.88,55.46833,-132.68361
D385879,45.8,55.63167,-132.58667
D385880,0.66,55.64667,-132.58333
D385881,3.6,55.63667,-132.57167
D385882,0.37,55.62167,-132.49333
D385884,1.6,55.89,-132.9
D385886,0.044,55.88167,-132.81667
D385887,1.7,55.48833,-132.955
D385888,0.61,55.49833,-132.99
D385890,0.2,55.48167,-132.99667
D385891,0.5,55.525,-133.015
D387954,5.0,40.5,-117.25
D387970,1.1,42.78722,-103.55333
D387971,2.9,42.81917,-103.57083
D387972,0.98,42.82111,-103.57694
D387973,1.0,42.80694,-103.56861
D387974,0.19,41.83,-103.70556
D387975,0.96,41.83,-103.70556
D387976,1.4,41.83,-103.70556
D387977,1.6,41.83,-103.70556
D387978,0.22,42.91528,-102.71528
D387979,0.72,42.91528,-102.71528
D387980,1.3,42.91528,-102.71528
D387981,0.91,42.91528,-102.71528
D387982,0.73,42.82778,-103.58056
D387983,1.4,42.82778,-103.58056
D387984,1.9,42.87222,-103.00417
D387985,0.31,42.87222,-103.00417
D387986,0.23,42.87222,-103.00417
D387987,0.57,42.87222,-103.00417
D387988,0.48,42.87222,-103.00417
D387989,0.64,42.87222,-103.00417
D387990,0.31,42.87222,-103.00417
D387991,1.4,42.91528,-102.71528
D387992,1.6,42.91528,-102.71528
D387993,1.9,42.91528,-102.71528
D387994,2.2,42.91528,-102.71528
D387995,1.2,42.91528,-102.71528
D387996,0.29,42.91528,-102.71528
D387997,1.4,42.91528,-102.71528
D387998,0.78,42.91528,-102.71528
D387999,2.0,42.91528,-102.71528
D388854,0.46,46.5,-115.75
D388855,1.1,46.5,-115.75
D388856,2.1,46.5,-115.75
D388857,1.0,46.5,-115.75
D388858,5.32,46.5,-115.75
D388859,1.5,46.5,-115.75
D388860,0.57,46.5,-115.75
D388861,0.03,46.5,-115.75
D388862,2.9,46.5,-115.75
D388863,2.2,46.5,-115.75
D388864,0.85,46.5,-115.75
D388865,0.86,46.5,-115.75
D388866,1.1,46.5,-115.75
D388867,0.36,46.5,-115.75
D388868,1.4,46.5,-115.75
D388869,2.2,46.5,-115.75
D388871,0.78,46.5,-115.75
D388872,0.35,46.5,-115.75
D388873,0.59,46.5,-115.75
D388874,0.59,46.5,-115.75
D388875,8.17,46.5,-115.75
D388876,0.11,46.5,-115.75
D388877,0.13,46.5,-115.75
D388878,0.23,46.5,-115.75
D388879,1.0,46.5,-115.75
D388880,0.67,46.5,-115.75
D388881,2.4,46.5,-115.75
D388882,0.42,46.5,-115.75
D388883,0.63,46.5,-115.75
D388884,0.56,46.5,-115.75
D388885,1.3,46.5,-115.75
D388887,0.023,46.5,-115.75
D388888,3.99,46.5,-115.75
D388889,1.2,46.5,-115.75
D388890,0.02,46.5,-115.75
D388891,1.9,46.5,-115.75
D388892,0.066,46.5,-115.75
D388894,0.48,37.92,-112.7725
D388896,2.1,37.58528,-112.75333
D388897,0.5,37.56667,-112.75333
D388898,0.99,37.53972,-112.77528
D388899,0.47,37.54861,-112.79389
D388900,0.77,37.53194,-112.82389
D388901,0.23,37.51333,-112.83806
D388902,0.85,37.51333,-112.83889
D388903,0.13,37.50194,-112.85861
D388905,0.42,37.545,-112.57639
D388906,0.17,37.74722,-112.32778
D388907,2.0,37.68,-112.4
D388908,1.1,37.55833,-112.55833
D388909,0.064,37.56583,-112.58917
D388910,0.039,37.61667,-112.72667
D388911,0.84,37.70139,-112.6325
D388912,1.9,37.64917,-112.73528
D388913,1.5,37.70111,-112.6325
D388915,0.68,37.665,-112.6425
D388997,20.0,36.0675,-112.78639
D388998,2.8,36.0675,-112.78639
D388999,2.9,36.0675,-112.78639
D389000,2.6,36.0675,-112.78639
D389001,4.0,36.0675,-112.78639
D389002,40.0,36.0675,-112.78639
D389003,5.0,36.0675,-112.78639
D389004,1100.0,36.0675,-112.78639
D389005,3.5,36.0675,-112.78639
D389006,3.0,36.0675,-112.78639
D389007,4.0,36.0675,-112.78639
D389008,1.9,36.0675,-112.78639
D389009,7.0,36.0675,-112.78639
D389010,3.0,36.0675,-112.78639
D389011,70.0,36.0675,-112.78639
D389012,2.5,36.0675,-112.78639
D389013,11.0,36.0675,-112.78639
D389014,7.0,36.0675,-112.78639
D389015,5.0,36.0675,-112.78639
D389016,18.0,36.0675,-112.78639
D389017,2.8,36.0675,-112.78639
D389018,4.0,36.0675,-112.78639
D389019,4.0,36.0675,-112.78639
D389020,6.0,36.0675,-112.78639
D389021,30.0,36.0675,-112.78639
D389022,5.0,36.0675,-112.78639
D389023,5.0,36.0675,-112.78639
D389024,4.0,36.0675,-112.78639
D389025,2.7,36.0675,-112.78639
D389026,2.3,36.0675,-112.78639
D389027,2.8,36.0675,-112.78639
D389028,3.0,36.0675,-112.78639
D389029,3.6,36.0675,-112.78639
D389487,5.4,36.0675,-112.78639
D389488,9.7,36.0675,-112.78639
D389489,7.0,36.0675,-112.78639
D389490,19.0,36.0675,-112.78639
D389491,21.0,36.0675,-112.78639
D389492,100.0,36.0675,-112.78639
D389493,2.7,36.0675,-112.78639
D389494,60.0,36.0675,-112.78639
D389495,3.0,36.0675,-112.78639
D389496,16.0,36.0675,-112.78639
D389497,22.0,36.0675,-112.78639
D389498,60.0,36.0675,-112.78639
D389499,7.9,36.0675,-112.78639
D389501,60.0,36.0675,-112.78639
D389502,11.0,36.0675,-112.78639
D389503,4.0,36.0675,-112.78639
D389504,3.0,36.0675,-112.78639
D389505,2.7,36.0675,-112.78639
D389506,6.0,36.0675,-112.78639
D389507,3.1,36.0675,-112.78639
D389508,1.8,36.0675,-112.78639
D389509,8.2,36.0675,-112.78639
D389510,4.0,36.0675,-112.78639
D389511,1.4,36.0675,-112.78639
D389512,70.0,36.0675,-112.78639
D389513,8.5,36.0675,-112.78639
D389514,20.0,36.0675,-112.78639
D389515,40.0,36.0675,-112.78639
D389516,5.0,36.0675,-112.78639
D389517,1.4,36.0675,-112.78639
D389518,1.3,36.0675,-112.78639
D389519,3.0,36.0675,-112.78639
D389520,80.0,36.0675,-112.78639
D389521,28.0,36.0675,-112.78639
D389522,10.0,36.0675,-112.78639
D389523,19.0,36.0675,-112.78639
D389524,2.7,36.0675,-112.78639
D389525,23.0,36.0675,-112.78639
D389526,20.0,36.0675,-112.78639
D389527,4.0,36.0675,-112.78639
D389528,3.0,36.0675,-112.78639
D389529,3.2,36.0675,-112.78639
D389530,5.0,36.0675,-112.78639
D389531,2.1,36.0675,-112.78639
D389532,4.0,36.0675,-112.78639
D389533,6.0,36.0675,-112.78639
D389534,18.0,36.0675,-112.78639
D389535,3.1,36.0675,-112.78639
D389536,40.0,36.0675,-112.78639
D389537,6.0,36.0675,-112.78639
D389538,200.0,36.0675,-112.78639
D389539,1.8,36.0675,-112.78639
D389540,14.0,36.0675,-112.78639
D389541,5.0,36.0675,-112.78639
D389542,4.0,36.0675,-112.78639
D389543,5.0,36.0675,-112.78639
D389544,2.0,36.0675,-112.78639
D389545,4.0,36.0675,-112.78639
D389546,10.0,36.0675,-112.78639
D389547,4.2,36.0675,-112.78639
D389548,5.0,36.0675,-112.78639
D389549,2.0,36.0675,-112.78639
D389550,5.0,36.0675,-112.78639
D389551,4.3,36.0675,-112.78639
D389552,29.0,36.0675,-112.78639
D389553,2.5,36.0675,-112.78639
D389554,3.0,36.0675,-112.78639
D389555,25.0,36.0675,-112.78639
D389556,2.0,36.0675,-112.78639
D389557,3.4,36.0675,-112.78639
D389558,5.0,36.0675,-112.78639
D389559,70.0,36.0675,-112.78639
D389560,6.0,36.0675,-112.78639
D389561,40.0,36.0675,-112.78639
D389562,6.0,36.0675,-112.78639
D389563,10.0,36.0675,-112.78639
D389564,3.0,36.0675,-112.78639
D389565,3.0,36.0675,-112.78639
D389566,5.0,36.0675,-112.78639
D389567,2.2,36.0675,-112.78639
D389568,1.5,36.0675,-112.78639
D389569,11.0,36.0675,-112.78639
D389570,26.0,36.0675,-112.78639
D389571,10.0,36.0675,-112.78639
D389572,1.3,36.0675,-112.78639
D389573,5.0,36.0675,-112.78639
D389574,4.0,36.0675,-112.78639
D389575,4.0,36.0675,-112.78639
D389576,1.2,36.0675,-112.78639
D389577,2.8,36.0675,-112.78639
D389578,1.4,36.0675,-112.78639
D389579,60.0,36.0675,-112.78639
D389580,5.8,36.0675,-112.78639
D389581,60.0,36.0675,-112.78639
D389582,60.0,36.0675,-112.78639
D389583,70.0,36.0675,-112.78639
D389584,22.0,36.0675,-112.78639
D389585,1.5,36.0675,-112.78639
D389586,2.4,36.0675,-112.78639
D389587,7.0,36.0675,-112.78639
D389588,3.6,36.0675,-112.78639
D389589,1.7,36.0675,-112.78639
D389590,3.1,36.0675,-112.78639
D389591,3.5,36.0675,-112.78639
D389592,1.4,36.0675,-112.78639
D389593,6.0,36.0675,-112.78639
D389594,1.1,36.0675,-112.78639
D390813,1.5,31.74167,-109.4
D390814,2.1,31.74167,-109.4
D390816,1.4,31.725,-109.4
D390817,1.4,31.74167,-109.4
D390818,0.061,31.74167,-109.4
D390819,3.07,31.73333,-109.4
D390820,5.18,31.73333,-109.4
D390822,2.2,31.74167,-109.4
D390823,1.96,31.74167,-109.4
D390825,1.7,31.74167,-109.4
D390826,0.53,31.74167,-109.4
D390827,2.0,31.74167,-109.4
D390829,1.8,31.73333,-109.4
D390830,0.12,31.73333,-109.4
D390831,1.3,31.725,-109.425
D390832,0.63,31.725,-109.40833
D390833,1.2,31.725,-109.425
D390834,2.5,31.725,-109.40833
D390836,0.98,31.725,-109.40833
D391081,5.0,41.60667,-121.54167
D391082,8.0,41.60667,-121.54167
D391083,5.0,41.60667,-121.54167
D391084,4.0,41.60667,-121.54167
D391085,5.0,41.60667,-121.54167
D391086,4.0,41.60667,-121.54167
D391087,5.0,41.60667,-121.54167
D391088,5.0,41.60667,-121.54167
D391089,8.0,41.60667,-121.54167
D391090,7.0,41.60667,-121.54167
D391091,5.0,41.60833,-121.54167
D391092,6.0,41.60833,-121.54167
D391093,5.0,41.61,-121.575
D391094,5.0,41.61,-121.575
D391095,8.0,41.61,-121.575
D391096,7.2,41.61,-121.575
D391097,6.0,41.61,-121.575
D391098,5.0,41.61,-121.575
D391099,5.0,41.61,-121.575
D391100,12.0,41.61,-121.575
D391101,5.0,41.61,-121.575
D391102,5.0,41.61,-121.575
D391103,6.0,41.61,-121.575
D391104,5.0,41.61,-121.575
D391105,3.0,41.61,-121.575
D391106,5.0,41.61,-121.575
D391107,7.0,41.61,-121.575
D391108,5.0,41.61,-121.575
D391109,9.0,41.61,-121.575
D391110,9.0,41.54833,-121.7
D391690,0.47,37.19028,-113.275
D391692,0.6,37.2,-113.16667
D391693,0.079,37.31361,-113.68056
D391694,0.87,37.27667,-113.3
D391695,1.1,37.41944,-113.59944
D391697,0.36,37.40944,-113.23667
D391699,0.68,37.40944,-113.53278
